job_id,timestamp,machine,chip,target_model,draft_model,draft_len,n_prompt,n_predict,repeat,prompt_key,tokens_per_sec,prompt_eval_ms,eval_ms_per_token,draft_acceptance_rate,speedup_vs_baseline,raw_log,status
B_moe_q8_draft_0.8b_g8_short_factual_r1,2026-03-14T22:28:41.035580,m2ultra,M2 Ultra,moe_q8,draft_0.8b,8,6,256,1,short_factual,61.444,,16.276264591439688,0.01914,,raw/B_moe_q8_draft_0.8b_g8_short_factual_r1.txt,ok
B_moe_q8_draft_0.8b_g8_short_factual_r2,2026-03-14T22:28:49.278440,m2ultra,M2 Ultra,moe_q8,draft_0.8b,8,6,256,2,short_factual,60.995,,16.392996108949415,0.01914,,raw/B_moe_q8_draft_0.8b_g8_short_factual_r2.txt,ok
B_moe_q8_draft_0.8b_g8_code_gen_r0,2026-03-14T22:28:57.493743,m2ultra,M2 Ultra,moe_q8,draft_0.8b,8,18,256,0,code_gen,60.654,,16.486381322957197,0.0072299999999999,,raw/B_moe_q8_draft_0.8b_g8_code_gen_r0.txt,ok
B_moe_q8_draft_0.8b_g8_code_gen_r1,2026-03-14T22:29:05.719218,m2ultra,M2 Ultra,moe_q8,draft_0.8b,8,18,256,1,code_gen,60.001,,16.66536964980545,0.0072299999999999,,raw/B_moe_q8_draft_0.8b_g8_code_gen_r1.txt,ok
B_moe_q8_draft_0.8b_g8_code_gen_r2,2026-03-14T22:29:13.937010,m2ultra,M2 Ultra,moe_q8,draft_0.8b,8,18,256,2,code_gen,60.842,,16.43579766536965,0.0072299999999999,,raw/B_moe_q8_draft_0.8b_g8_code_gen_r2.txt,ok
B_moe_q8_draft_0.8b_g8_long_reasoning_r0,2026-03-14T22:29:22.221894,m2ultra,M2 Ultra,moe_q8,draft_0.8b,8,25,256,0,long_reasoning,60.872,,16.426356589147286,0.00454,,raw/B_moe_q8_draft_0.8b_g8_long_reasoning_r0.txt,ok
B_moe_q8_draft_0.8b_g8_long_reasoning_r1,2026-03-14T22:29:30.506638,m2ultra,M2 Ultra,moe_q8,draft_0.8b,8,25,256,1,long_reasoning,60.912,,16.41860465116279,0.00454,,raw/B_moe_q8_draft_0.8b_g8_long_reasoning_r1.txt,ok
B_moe_q8_draft_0.8b_g8_long_reasoning_r2,2026-03-14T22:29:38.813675,m2ultra,M2 Ultra,moe_q8,draft_0.8b,8,25,256,2,long_reasoning,60.917,,16.414728682170544,0.00454,,raw/B_moe_q8_draft_0.8b_g8_long_reasoning_r2.txt,ok
B_moe_q8_draft_0.8b_g8_chinese_r0,2026-03-14T22:29:47.080826,m2ultra,M2 Ultra,moe_q8,draft_0.8b,8,1,256,0,chinese,60.866,,16.428015564202333,0.0083299999999999,,raw/B_moe_q8_draft_0.8b_g8_chinese_r0.txt,ok
B_moe_q8_draft_0.8b_g8_chinese_r1,2026-03-14T22:29:55.374585,m2ultra,M2 Ultra,moe_q8,draft_0.8b,8,1,256,1,chinese,60.833,,16.439688715953306,0.0083299999999999,,raw/B_moe_q8_draft_0.8b_g8_chinese_r1.txt,ok
B_moe_q8_draft_0.8b_g8_chinese_r2,2026-03-14T22:30:03.628649,m2ultra,M2 Ultra,moe_q8,draft_0.8b,8,1,256,2,chinese,60.79,,16.45136186770428,0.0083299999999999,,raw/B_moe_q8_draft_0.8b_g8_chinese_r2.txt,ok
B_moe_q8_draft_0.8b_g16_short_factual_r0,2026-03-14T22:30:11.436390,m2ultra,M2 Ultra,moe_q8,draft_0.8b,16,6,256,0,short_factual,65.618,,15.24124513618677,0.00501,,raw/B_moe_q8_draft_0.8b_g16_short_factual_r0.txt,ok
B_moe_q8_draft_0.8b_g16_short_factual_r1,2026-03-14T22:30:19.657099,m2ultra,M2 Ultra,moe_q8,draft_0.8b,16,6,256,1,short_factual,65.447,,15.280155642023347,0.00501,,raw/B_moe_q8_draft_0.8b_g16_short_factual_r1.txt,ok
B_moe_q8_draft_0.8b_g16_short_factual_r2,2026-03-14T22:30:27.890926,m2ultra,M2 Ultra,moe_q8,draft_0.8b,16,6,256,2,short_factual,65.486,,15.272373540856032,0.00501,,raw/B_moe_q8_draft_0.8b_g16_short_factual_r2.txt,ok
B_moe_q8_draft_0.8b_g16_code_gen_r0,2026-03-14T22:30:36.098248,m2ultra,M2 Ultra,moe_q8,draft_0.8b,16,18,256,0,code_gen,65.034,,15.377431906614786,0.00254,,raw/B_moe_q8_draft_0.8b_g16_code_gen_r0.txt,ok
B_moe_q8_draft_0.8b_g16_code_gen_r1,2026-03-14T22:30:44.315189,m2ultra,M2 Ultra,moe_q8,draft_0.8b,16,18,256,1,code_gen,65.25,,15.326848249027238,0.00254,,raw/B_moe_q8_draft_0.8b_g16_code_gen_r1.txt,ok
B_moe_q8_draft_0.8b_g16_code_gen_r2,2026-03-14T22:30:52.528444,m2ultra,M2 Ultra,moe_q8,draft_0.8b,16,18,256,2,code_gen,65.081,,15.365758754863814,0.00254,,raw/B_moe_q8_draft_0.8b_g16_code_gen_r2.txt,ok
B_moe_q8_draft_0.8b_g16_long_reasoning_r0,2026-03-14T22:31:00.763894,m2ultra,M2 Ultra,moe_q8,draft_0.8b,16,25,256,0,long_reasoning,64.794,,15.431906614785992,0.00125,,raw/B_moe_q8_draft_0.8b_g16_long_reasoning_r0.txt,ok
B_moe_q8_draft_0.8b_g16_long_reasoning_r1,2026-03-14T22:31:08.996161,m2ultra,M2 Ultra,moe_q8,draft_0.8b,16,25,256,1,long_reasoning,64.125,,15.59533073929961,0.00125,,raw/B_moe_q8_draft_0.8b_g16_long_reasoning_r1.txt,ok
B_moe_q8_draft_0.8b_g16_long_reasoning_r2,2026-03-14T22:31:17.223684,m2ultra,M2 Ultra,moe_q8,draft_0.8b,16,25,256,2,long_reasoning,64.418,,15.525291828793774,0.00125,,raw/B_moe_q8_draft_0.8b_g16_long_reasoning_r2.txt,ok
B_moe_q8_draft_0.8b_g16_chinese_r0,2026-03-14T22:31:25.424460,m2ultra,M2 Ultra,moe_q8,draft_0.8b,16,1,256,0,chinese,64.059,,15.610894941634239,0.00099,,raw/B_moe_q8_draft_0.8b_g16_chinese_r0.txt,ok
B_moe_q8_draft_0.8b_g16_chinese_r1,2026-03-14T22:31:33.647844,m2ultra,M2 Ultra,moe_q8,draft_0.8b,16,1,256,1,chinese,64.072,,15.607003891050583,0.00099,,raw/B_moe_q8_draft_0.8b_g16_chinese_r1.txt,ok
B_moe_q8_draft_0.8b_g16_chinese_r2,2026-03-14T22:31:41.893084,m2ultra,M2 Ultra,moe_q8,draft_0.8b,16,1,256,2,chinese,64.169,,15.583657587548638,0.00099,,raw/B_moe_q8_draft_0.8b_g16_chinese_r2.txt,ok
B_moe_q8_draft_2b_g4_short_factual_r0,2026-03-14T22:31:51.140547,m2ultra,M2 Ultra,moe_q8,draft_2b,4,6,256,0,short_factual,51.269,,19.505836575875488,0.10955,,raw/B_moe_q8_draft_2b_g4_short_factual_r0.txt,ok
B_moe_q8_draft_2b_g4_short_factual_r1,2026-03-14T22:32:00.382052,m2ultra,M2 Ultra,moe_q8,draft_2b,4,6,256,1,short_factual,51.081,,19.575875486381324,0.10955,,raw/B_moe_q8_draft_2b_g4_short_factual_r1.txt,ok
B_moe_q8_draft_2b_g4_short_factual_r2,2026-03-14T22:32:09.617416,m2ultra,M2 Ultra,moe_q8,draft_2b,4,6,256,2,short_factual,51.102,,19.56809338521401,0.10955,,raw/B_moe_q8_draft_2b_g4_short_factual_r2.txt,ok
B_moe_q8_draft_2b_g4_code_gen_r0,2026-03-14T22:32:18.844279,m2ultra,M2 Ultra,moe_q8,draft_2b,4,18,256,0,code_gen,51.491,,19.420233463035018,0.00911,,raw/B_moe_q8_draft_2b_g4_code_gen_r0.txt,ok
B_moe_q8_draft_2b_g4_code_gen_r1,2026-03-14T22:32:28.093887,m2ultra,M2 Ultra,moe_q8,draft_2b,4,18,256,1,code_gen,51.433,,19.443579766536963,0.00911,,raw/B_moe_q8_draft_2b_g4_code_gen_r1.txt,ok
B_moe_q8_draft_2b_g4_code_gen_r2,2026-03-14T22:32:37.339623,m2ultra,M2 Ultra,moe_q8,draft_2b,4,18,256,2,code_gen,51.377,,19.46303501945525,0.00911,,raw/B_moe_q8_draft_2b_g4_code_gen_r2.txt,ok
B_moe_q8_draft_2b_g4_long_reasoning_r0,2026-03-14T22:32:46.605709,m2ultra,M2 Ultra,moe_q8,draft_2b,4,25,256,0,long_reasoning,51.331,,19.48249027237354,0.006,,raw/B_moe_q8_draft_2b_g4_long_reasoning_r0.txt,ok
B_moe_q8_draft_2b_g4_long_reasoning_r1,2026-03-14T22:32:55.847792,m2ultra,M2 Ultra,moe_q8,draft_2b,4,25,256,1,long_reasoning,51.545,,19.40077821011673,0.006,,raw/B_moe_q8_draft_2b_g4_long_reasoning_r1.txt,ok
B_moe_q8_draft_2b_g4_long_reasoning_r2,2026-03-14T22:33:05.095775,m2ultra,M2 Ultra,moe_q8,draft_2b,4,25,256,2,long_reasoning,51.332,,19.48249027237354,0.006,,raw/B_moe_q8_draft_2b_g4_long_reasoning_r2.txt,ok
B_moe_q8_draft_2b_g4_chinese_r0,2026-03-14T22:33:14.313885,m2ultra,M2 Ultra,moe_q8,draft_2b,4,1,256,0,chinese,51.391,,19.459143968871594,0.02004,,raw/B_moe_q8_draft_2b_g4_chinese_r0.txt,ok
B_moe_q8_draft_2b_g4_chinese_r1,2026-03-14T22:33:23.547334,m2ultra,M2 Ultra,moe_q8,draft_2b,4,1,256,1,chinese,51.379,,19.46303501945525,0.02004,,raw/B_moe_q8_draft_2b_g4_chinese_r1.txt,ok
B_moe_q8_draft_2b_g4_chinese_r2,2026-03-14T22:33:32.776754,m2ultra,M2 Ultra,moe_q8,draft_2b,4,1,256,2,chinese,51.412,,19.45136186770428,0.02004,,raw/B_moe_q8_draft_2b_g4_chinese_r2.txt,ok
B_moe_q8_draft_2b_g8_short_factual_r0,2026-03-14T22:33:41.516245,m2ultra,M2 Ultra,moe_q8,draft_2b,8,6,256,0,short_factual,55.001,,18.182879377431906,0.05891,,raw/B_moe_q8_draft_2b_g8_short_factual_r0.txt,ok
B_moe_q8_draft_2b_g8_short_factual_r1,2026-03-14T22:33:50.244095,m2ultra,M2 Ultra,moe_q8,draft_2b,8,6,256,1,short_factual,54.864,,18.22568093385214,0.05891,,raw/B_moe_q8_draft_2b_g8_short_factual_r1.txt,ok
B_moe_q8_draft_2b_g8_short_factual_r2,2026-03-14T22:33:59.041657,m2ultra,M2 Ultra,moe_q8,draft_2b,8,6,256,2,short_factual,55.009,,18.17898832684825,0.05891,,raw/B_moe_q8_draft_2b_g8_short_factual_r2.txt,ok
B_moe_q8_draft_2b_g8_code_gen_r0,2026-03-14T22:34:08.283483,m2ultra,M2 Ultra,moe_q8,draft_2b,8,18,256,0,code_gen,54.053,,18.50194552529183,0.003,,raw/B_moe_q8_draft_2b_g8_code_gen_r0.txt,ok
B_moe_q8_draft_2b_g8_code_gen_r1,2026-03-14T22:34:17.140417,m2ultra,M2 Ultra,moe_q8,draft_2b,8,18,256,1,code_gen,54.213,,18.44747081712062,0.003,,raw/B_moe_q8_draft_2b_g8_code_gen_r1.txt,ok
B_moe_q8_draft_2b_g8_code_gen_r2,2026-03-14T22:34:26.397432,m2ultra,M2 Ultra,moe_q8,draft_2b,8,18,256,2,code_gen,54.034,,18.505836575875488,0.003,,raw/B_moe_q8_draft_2b_g8_code_gen_r2.txt,ok
B_moe_q8_draft_2b_g8_long_reasoning_r0,2026-03-14T22:34:35.217648,m2ultra,M2 Ultra,moe_q8,draft_2b,8,25,256,0,long_reasoning,54.036,,18.505836575875488,0.00778,,raw/B_moe_q8_draft_2b_g8_long_reasoning_r0.txt,ok
B_moe_q8_draft_2b_g8_long_reasoning_r1,2026-03-14T22:34:44.468282,m2ultra,M2 Ultra,moe_q8,draft_2b,8,25,256,1,long_reasoning,54.143,,18.470817120622566,0.00778,,raw/B_moe_q8_draft_2b_g8_long_reasoning_r1.txt,ok
B_moe_q8_draft_2b_g8_long_reasoning_r2,2026-03-14T22:34:53.297426,m2ultra,M2 Ultra,moe_q8,draft_2b,8,25,256,2,long_reasoning,54.087,,18.490272373540854,0.00778,,raw/B_moe_q8_draft_2b_g8_long_reasoning_r2.txt,ok
B_moe_q8_draft_2b_g8_chinese_r0,2026-03-14T22:35:02.523603,m2ultra,M2 Ultra,moe_q8,draft_2b,8,1,256,0,chinese,54.202,,18.44747081712062,0.00945,,raw/B_moe_q8_draft_2b_g8_chinese_r0.txt,ok
B_moe_q8_draft_2b_g8_chinese_r1,2026-03-14T22:35:11.333841,m2ultra,M2 Ultra,moe_q8,draft_2b,8,1,256,1,chinese,54.095,,18.486381322957197,0.00945,,raw/B_moe_q8_draft_2b_g8_chinese_r1.txt,ok
B_moe_q8_draft_2b_g8_chinese_r2,2026-03-14T22:35:20.549524,m2ultra,M2 Ultra,moe_q8,draft_2b,8,1,256,2,chinese,54.158,,18.46303501945525,0.00945,,raw/B_moe_q8_draft_2b_g8_chinese_r2.txt,ok
B_moe_q8_draft_2b_g16_short_factual_r0,2026-03-14T22:35:29.302282,m2ultra,M2 Ultra,moe_q8,draft_2b,16,6,256,0,short_factual,58.523,,17.085603112840467,0.02541,,raw/B_moe_q8_draft_2b_g16_short_factual_r0.txt,ok
B_moe_q8_draft_2b_g16_short_factual_r1,2026-03-14T22:35:38.026124,m2ultra,M2 Ultra,moe_q8,draft_2b,16,6,256,1,short_factual,58.73,,17.027237354085603,0.02541,,raw/B_moe_q8_draft_2b_g16_short_factual_r1.txt,ok
B_moe_q8_draft_2b_g16_short_factual_r2,2026-03-14T22:35:46.752621,m2ultra,M2 Ultra,moe_q8,draft_2b,16,6,256,2,short_factual,58.685,,17.038910505836576,0.02541,,raw/B_moe_q8_draft_2b_g16_short_factual_r2.txt,ok
B_moe_q8_draft_2b_g16_code_gen_r0,2026-03-14T22:35:55.499244,m2ultra,M2 Ultra,moe_q8,draft_2b,16,18,256,0,code_gen,58.461,,17.105058365758754,0.00501,,raw/B_moe_q8_draft_2b_g16_code_gen_r0.txt,ok
B_moe_q8_draft_2b_g16_code_gen_r1,2026-03-14T22:36:04.263439,m2ultra,M2 Ultra,moe_q8,draft_2b,16,18,256,1,code_gen,58.42,,17.116731517509727,0.00501,,raw/B_moe_q8_draft_2b_g16_code_gen_r1.txt,ok
B_moe_q8_draft_2b_g16_code_gen_r2,2026-03-14T22:36:12.982253,m2ultra,M2 Ultra,moe_q8,draft_2b,16,18,256,2,code_gen,58.504,,17.09338521400778,0.00501,,raw/B_moe_q8_draft_2b_g16_code_gen_r2.txt,ok
B_moe_q8_draft_2b_g16_long_reasoning_r0,2026-03-14T22:36:21.700027,m2ultra,M2 Ultra,moe_q8,draft_2b,16,25,256,0,long_reasoning,57.965,,17.252918287937742,0.00307,,raw/B_moe_q8_draft_2b_g16_long_reasoning_r0.txt,ok
B_moe_q8_draft_2b_g16_long_reasoning_r1,2026-03-14T22:36:30.445083,m2ultra,M2 Ultra,moe_q8,draft_2b,16,25,256,1,long_reasoning,58.153,,17.19455252918288,0.00307,,raw/B_moe_q8_draft_2b_g16_long_reasoning_r1.txt,ok
B_moe_q8_draft_2b_g16_long_reasoning_r2,2026-03-14T22:36:39.198787,m2ultra,M2 Ultra,moe_q8,draft_2b,16,25,256,2,long_reasoning,58.179,,17.186770428015564,0.00307,,raw/B_moe_q8_draft_2b_g16_long_reasoning_r2.txt,ok
B_moe_q8_draft_2b_g16_chinese_r0,2026-03-14T22:36:47.939159,m2ultra,M2 Ultra,moe_q8,draft_2b,16,1,256,0,chinese,56.514,,17.69649805447471,0.00202,,raw/B_moe_q8_draft_2b_g16_chinese_r0.txt,ok
B_moe_q8_draft_2b_g16_chinese_r1,2026-03-14T22:36:56.657518,m2ultra,M2 Ultra,moe_q8,draft_2b,16,1,256,1,chinese,56.627,,17.657587548638134,0.00202,,raw/B_moe_q8_draft_2b_g16_chinese_r1.txt,ok
B_moe_q8_draft_2b_g16_chinese_r2,2026-03-14T22:37:05.377797,m2ultra,M2 Ultra,moe_q8,draft_2b,16,1,256,2,chinese,56.799,,17.607003891050585,0.00202,,raw/B_moe_q8_draft_2b_g16_chinese_r2.txt,ok
C_dense_0.8b_np64_r0,2026-03-14T22:37:08.504551,m2ultra,M2 Ultra,dense_0.8b,none,0,64,256,0,bench,138.241793,24.296042,7.23370247265625,,1.0,raw/C_dense_0.8b_np64_r0.txt,ok
C_dense_0.8b_np64_r1,2026-03-14T22:37:11.637451,m2ultra,M2 Ultra,dense_0.8b,none,0,64,256,1,bench,137.500493,24.425625,7.272701171875,,1.0,raw/C_dense_0.8b_np64_r1.txt,ok
C_dense_0.8b_np64_r2,2026-03-14T22:37:14.764704,m2ultra,M2 Ultra,dense_0.8b,none,0,64,256,2,bench,137.998987,24.022125,7.24643001171875,,1.0,raw/C_dense_0.8b_np64_r2.txt,ok
C_dense_0.8b_np256_r0,2026-03-14T22:37:17.886672,m2ultra,M2 Ultra,dense_0.8b,none,0,256,256,0,bench,138.241165,44.503291,7.2337353515625,,1.0,raw/C_dense_0.8b_np256_r0.txt,ok
C_dense_0.8b_np256_r1,2026-03-14T22:37:21.008083,m2ultra,M2 Ultra,dense_0.8b,none,0,256,256,1,bench,138.220076,44.695375,7.23483903125,,1.0,raw/C_dense_0.8b_np256_r1.txt,ok
C_dense_0.8b_np256_r2,2026-03-14T22:37:24.114792,m2ultra,M2 Ultra,dense_0.8b,none,0,256,256,2,bench,138.18005,44.816833,7.23693473046875,,1.0,raw/C_dense_0.8b_np256_r2.txt,ok
C_dense_0.8b_np512_r0,2026-03-14T22:37:27.254366,m2ultra,M2 Ultra,dense_0.8b,none,0,512,256,0,bench,138.233426,74.853333,7.23414030078125,,1.0,raw/C_dense_0.8b_np512_r0.txt,ok
C_dense_0.8b_np512_r1,2026-03-14T22:37:30.389203,m2ultra,M2 Ultra,dense_0.8b,none,0,512,256,1,bench,138.19241,74.999042,7.23628743359375,,1.0,raw/C_dense_0.8b_np512_r1.txt,ok
C_dense_0.8b_np512_r2,2026-03-14T22:37:33.521084,m2ultra,M2 Ultra,dense_0.8b,none,0,512,256,2,bench,137.550033,74.890125,7.27008187109375,,1.0,raw/C_dense_0.8b_np512_r2.txt,ok
C_dense_2b_np64_r0,2026-03-14T22:37:37.166693,m2ultra,M2 Ultra,dense_2b,none,0,64,256,0,bench,110.354333,31.393792,9.06171940234375,,1.0,raw/C_dense_2b_np64_r0.txt,ok
C_dense_2b_np64_r1,2026-03-14T22:37:40.803330,m2ultra,M2 Ultra,dense_2b,none,0,64,256,1,bench,110.726434,31.40875,9.03126708984375,,1.0,raw/C_dense_2b_np64_r1.txt,ok
C_dense_2b_np64_r2,2026-03-14T22:37:44.446921,m2ultra,M2 Ultra,dense_2b,none,0,64,256,2,bench,110.072724,30.786375,9.08490283203125,,1.0,raw/C_dense_2b_np64_r2.txt,ok
C_dense_2b_np256_r0,2026-03-14T22:37:48.065163,m2ultra,M2 Ultra,dense_2b,none,0,256,256,0,bench,110.737109,66.200875,9.030396484375,,1.0,raw/C_dense_2b_np256_r0.txt,ok
C_dense_2b_np256_r1,2026-03-14T22:37:51.690345,m2ultra,M2 Ultra,dense_2b,none,0,256,256,1,bench,110.680401,65.801542,9.03502327734375,,1.0,raw/C_dense_2b_np256_r1.txt,ok
C_dense_2b_np256_r2,2026-03-14T22:37:55.324807,m2ultra,M2 Ultra,dense_2b,none,0,256,256,2,bench,109.82432,66.286083,9.10545133203125,,1.0,raw/C_dense_2b_np256_r2.txt,ok
C_dense_2b_np512_r0,2026-03-14T22:37:59.460839,m2ultra,M2 Ultra,dense_2b,none,0,512,256,0,bench,110.494636,115.219792,9.0502130546875,,1.0,raw/C_dense_2b_np512_r0.txt,ok
C_dense_2b_np512_r1,2026-03-14T22:38:03.608463,m2ultra,M2 Ultra,dense_2b,none,0,512,256,1,bench,110.534756,115.216791,9.04692822265625,,1.0,raw/C_dense_2b_np512_r1.txt,ok
C_dense_2b_np512_r2,2026-03-14T22:38:07.765170,m2ultra,M2 Ultra,dense_2b,none,0,512,256,2,bench,110.14146,115.386584,9.079233234375,,1.0,raw/C_dense_2b_np512_r2.txt,ok
C_dense_4b_np64_r0,2026-03-14T22:38:13.444529,m2ultra,M2 Ultra,dense_4b,none,0,64,256,0,bench,67.17294,63.895833,14.8869469375,,1.0,raw/C_dense_4b_np64_r0.txt,ok
C_dense_4b_np64_r1,2026-03-14T22:38:19.108387,m2ultra,M2 Ultra,dense_4b,none,0,64,256,1,bench,67.317829,64.051625,14.85490576171875,,1.0,raw/C_dense_4b_np64_r1.txt,ok
C_dense_4b_np64_r2,2026-03-14T22:38:24.786967,m2ultra,M2 Ultra,dense_4b,none,0,64,256,2,bench,67.203283,63.811792,14.88022542578125,,1.0,raw/C_dense_4b_np64_r2.txt,ok
C_dense_4b_np256_r0,2026-03-14T22:38:30.474539,m2ultra,M2 Ultra,dense_4b,none,0,256,256,0,bench,67.306879,153.429875,14.8573224296875,,1.0,raw/C_dense_4b_np256_r0.txt,ok
C_dense_4b_np256_r1,2026-03-14T22:38:36.146948,m2ultra,M2 Ultra,dense_4b,none,0,256,256,1,bench,67.003264,154.132708,14.92464615625,,1.0,raw/C_dense_4b_np256_r1.txt,ok
C_dense_4b_np256_r2,2026-03-14T22:38:41.829189,m2ultra,M2 Ultra,dense_4b,none,0,256,256,2,bench,67.347711,153.241458,14.84831461328125,,1.0,raw/C_dense_4b_np256_r2.txt,ok
C_dense_4b_np512_r0,2026-03-14T22:38:48.011850,m2ultra,M2 Ultra,dense_4b,none,0,512,256,0,bench,67.270366,280.748708,14.8653865546875,,1.0,raw/C_dense_4b_np512_r0.txt,ok
C_dense_4b_np512_r1,2026-03-14T22:38:54.180646,m2ultra,M2 Ultra,dense_4b,none,0,512,256,1,bench,67.214266,279.835792,14.8777939453125,,1.0,raw/C_dense_4b_np512_r1.txt,ok
C_dense_4b_np512_r2,2026-03-14T22:39:00.362720,m2ultra,M2 Ultra,dense_4b,none,0,512,256,2,bench,67.341387,280.027958,14.849708984375,,1.0,raw/C_dense_4b_np512_r2.txt,ok
C_dense_9b_np64_r0,2026-03-14T22:39:13.139537,m2ultra,M2 Ultra,dense_9b,none,0,64,256,0,bench,33.460308,101.414167,29.88615657421875,,1.0,raw/C_dense_9b_np64_r0.txt,ok
C_dense_9b_np64_r1,2026-03-14T22:39:25.449240,m2ultra,M2 Ultra,dense_9b,none,0,64,256,1,bench,33.44879,101.461875,29.896448078125,,1.0,raw/C_dense_9b_np64_r1.txt,ok
C_dense_9b_np64_r2,2026-03-14T22:39:37.778449,m2ultra,M2 Ultra,dense_9b,none,0,64,256,2,bench,33.390255,101.254417,29.94885791015625,,1.0,raw/C_dense_9b_np64_r2.txt,ok
C_dense_9b_np256_r0,2026-03-14T22:39:50.542764,m2ultra,M2 Ultra,dense_9b,none,0,256,256,0,bench,33.4643,273.770042,29.8825916328125,,1.0,raw/C_dense_9b_np256_r0.txt,ok
C_dense_9b_np256_r1,2026-03-14T22:40:03.311839,m2ultra,M2 Ultra,dense_9b,none,0,256,256,1,bench,33.419839,274.365084,29.9223466796875,,1.0,raw/C_dense_9b_np256_r1.txt,ok
C_dense_9b_np256_r2,2026-03-14T22:40:16.107326,m2ultra,M2 Ultra,dense_9b,none,0,256,256,2,bench,33.496261,274.143792,29.8540782890625,,1.0,raw/C_dense_9b_np256_r2.txt,ok
C_dense_9b_np512_r0,2026-03-14T22:40:29.426755,m2ultra,M2 Ultra,dense_9b,none,0,512,256,0,bench,33.419717,505.062125,29.92245540234375,,1.0,raw/C_dense_9b_np512_r0.txt,ok
C_dense_9b_np512_r1,2026-03-14T22:40:42.725917,m2ultra,M2 Ultra,dense_9b,none,0,512,256,1,bench,33.400013,505.423916,29.940108234375,,1.0,raw/C_dense_9b_np512_r1.txt,ok
C_dense_9b_np512_r2,2026-03-14T22:40:56.008586,m2ultra,M2 Ultra,dense_9b,none,0,512,256,2,bench,33.486109,503.995667,29.86312890625,,1.0,raw/C_dense_9b_np512_r2.txt,ok
D_dense_4b_draft_0.8b_g4_short_factual_r0,2026-03-14T22:41:02.184205,m2ultra,M2 Ultra,dense_4b,draft_0.8b,4,6,256,0,short_factual,72.054,,13.879377431906615,0.03959,,raw/D_dense_4b_draft_0.8b_g4_short_factual_r0.txt,ok
D_dense_4b_draft_0.8b_g4_short_factual_r1,2026-03-14T22:41:08.368485,m2ultra,M2 Ultra,dense_4b,draft_0.8b,4,6,256,1,short_factual,72.008,,13.88715953307393,0.03959,,raw/D_dense_4b_draft_0.8b_g4_short_factual_r1.txt,ok
D_dense_4b_draft_0.8b_g4_short_factual_r2,2026-03-14T22:41:14.560203,m2ultra,M2 Ultra,dense_4b,draft_0.8b,4,6,256,2,short_factual,71.818,,13.926070038910506,0.03959,,raw/D_dense_4b_draft_0.8b_g4_short_factual_r2.txt,ok
D_dense_4b_draft_0.8b_g4_code_gen_r0,2026-03-14T22:41:20.729772,m2ultra,M2 Ultra,dense_4b,draft_0.8b,4,18,256,0,code_gen,70.829,,14.116731517509727,0.0235,,raw/D_dense_4b_draft_0.8b_g4_code_gen_r0.txt,ok
D_dense_4b_draft_0.8b_g4_code_gen_r1,2026-03-14T22:41:26.953191,m2ultra,M2 Ultra,dense_4b,draft_0.8b,4,18,256,1,code_gen,70.934,,14.09727626459144,0.0235,,raw/D_dense_4b_draft_0.8b_g4_code_gen_r1.txt,ok
D_dense_4b_draft_0.8b_g4_code_gen_r2,2026-03-14T22:41:33.183814,m2ultra,M2 Ultra,dense_4b,draft_0.8b,4,18,256,2,code_gen,71.055,,14.073929961089494,0.0235,,raw/D_dense_4b_draft_0.8b_g4_code_gen_r2.txt,ok
D_dense_4b_draft_0.8b_g4_long_reasoning_r0,2026-03-14T22:41:39.408600,m2ultra,M2 Ultra,dense_4b,draft_0.8b,4,25,256,0,long_reasoning,70.251,,14.233463035019454,0.02706,,raw/D_dense_4b_draft_0.8b_g4_long_reasoning_r0.txt,ok
D_dense_4b_draft_0.8b_g4_long_reasoning_r1,2026-03-14T22:41:45.590189,m2ultra,M2 Ultra,dense_4b,draft_0.8b,4,25,256,1,long_reasoning,70.329,,14.217898832684824,0.02706,,raw/D_dense_4b_draft_0.8b_g4_long_reasoning_r1.txt,ok
D_dense_4b_draft_0.8b_g4_long_reasoning_r2,2026-03-14T22:41:51.825774,m2ultra,M2 Ultra,dense_4b,draft_0.8b,4,25,256,2,long_reasoning,70.439,,14.198443579766536,0.02706,,raw/D_dense_4b_draft_0.8b_g4_long_reasoning_r2.txt,ok
D_dense_4b_draft_0.8b_g4_chinese_r0,2026-03-14T22:41:58.063753,m2ultra,M2 Ultra,dense_4b,draft_0.8b,4,1,256,0,chinese,70.538,,14.17509727626459,0.0306999999999999,,raw/D_dense_4b_draft_0.8b_g4_chinese_r0.txt,ok
D_dense_4b_draft_0.8b_g4_chinese_r1,2026-03-14T22:42:04.290177,m2ultra,M2 Ultra,dense_4b,draft_0.8b,4,1,256,1,chinese,70.424,,14.198443579766536,0.0306999999999999,,raw/D_dense_4b_draft_0.8b_g4_chinese_r1.txt,ok
D_dense_4b_draft_0.8b_g4_chinese_r2,2026-03-14T22:42:10.472016,m2ultra,M2 Ultra,dense_4b,draft_0.8b,4,1,256,2,chinese,70.537,,14.17509727626459,0.0306999999999999,,raw/D_dense_4b_draft_0.8b_g4_chinese_r2.txt,ok
D_dense_4b_draft_0.8b_g8_short_factual_r0,2026-03-14T22:42:17.153814,m2ultra,M2 Ultra,dense_4b,draft_0.8b,8,6,256,0,short_factual,67.271,,14.863813229571985,0.02738,,raw/D_dense_4b_draft_0.8b_g8_short_factual_r0.txt,ok
